,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
23,338,33408,106322,511.2426035502959,74726.9023668639,123976.49704142012,172800,25257693,41904056,511.2426035502959,74726.9023668639,123976.49704142012,506.5394985296935,73630.72274820514,124661.12377102012,272765.8698224852,40463820.414201185,66987022.585798815,172800,25257693,41904056,171210.3505030364,24887184.28889334,42135459.8346048,92194864,13676771300,22641613634
24,608,72911,169958,518.3766447368421,72121.75657894737,128302.02960526316,315173,43850028,78007634,518.3766447368421,72121.75657894737,128302.02960526316,503.5389656981136,70772.36801757163,123857.19845101381,271810.22039473685,38896546.1694079,66802171.524671055,315173,43850028,78007634,306151.69114445307,43029599.754683554,75305176.6582164,165260614,23649100071,40615720287
25,110,3826,29146,335.57798165137615,38606.45871559633,89166.45871559632,36578,4208104,9719144,335.57798165137615,38606.45871559633,89166.45871559632,437.09034361848467,58540.19775607515,109305.1908741301,165873.19266055047,23602785.56880734,40774385.14678899,36578,4208104,9719144,47642.84745441483,6380881.555412191,11914265.80528018,18080178,2572703627,4444407981
26,329,31398,100073,494.5457317073171,66136.75,120258.8993902439,162211,21692854,39444919,494.5457317073171,66136.75,120258.8993902439,484.71191358643614,65619.76797781991,119340.39439683896,251803.99390243902,34807511.34146342,61964735.39939024,162211,21692854,39444919,158985.50765635105,21523283.89672493,39143649.36216318,82591710,11416863720,20324433211
27,239,12844,77277,430.6218487394958,54446.44117647059,107218.02100840336,102488,12958253,25517889,430.6218487394958,54446.44117647059,107218.02100840336,463.4669515527243,62818.36622177799,115064.80619248659,215508.34453781514,30271556.50840336,53339877.558823526,102488,12958253,25517889,110305.13446954839,14950771.160783162,27385423.873811807,51290986,7204630449,12694890859
28,79,2230,22413,342.5128205128205,40563.192307692305,88306.67948717948,26716,3163929,6887921,342.5128205128205,40563.192307692305,88306.67948717948,435.29964876090963,58136.17256961868,108801.15233305984,168935.78205128206,23946711.846153848,41577258.85897436,26716,3163929,6887921,33953.37260335095,4534621.460430257,8486489.881978668,13176991,1867843524,3243026191
29,364,35899,102571,478.0357142857143,60413.83791208791,119160.90659340659,174005,21990637,43374570,478.0357142857143,60413.83791208791,119160.90659340659,480.106800766473,63916.23359592155,119037.72704742412,239288.74175824175,32585232.766483516,59281135.33791209,174005,21990637,43374570,174758.87547899617,23265509.028915443,43329732.64526238,87101102,11861024727,21578333263
30,38,333,10749,306.4864864864865,39177.08108108108,74925.18918918919,11340,1449552,2772232,306.4864864864865,39177.08108108108,74925.18918918919,407.70486776744565,53698.71536841365,103418.41781197806,152816.48648648648,22038362.108108107,37710399.05405405,11340,1449552,2772232,15085.08010739549,1986852.468631305,3826481.459043188,5654210,815419398,1395284765
31,65,1398,12069,230.234375,18994.34375,65442.578125,14735,1215638,4188325,230.234375,18994.34375,65442.578125,388.0735048722091,47976.70112563028,98530.9306459398,103071.34375,13564337.953125,25593314.34375,14735,1215638,4188325,24836.704311821384,3070508.872040338,6305979.561340148,6596566,868117629,1637972118
32,201,8952,59264,383.835,44590.355,99381.89,76767,8918071,19876378,383.835,44590.355,99381.89,441.98865977795765,58201.037181582724,111188.45062479083,188013.27,26168552.235,46719901.355,76767,8918071,19876378,88397.73195559153,11640207.436316544,22237690.124958165,37602654,5233710447,9343980271
33,66,1481,13597,252.73846153846154,23212.184615384616,69936.24615384615,16428,1508792,4545856,252.73846153846154,23212.184615384616,69936.24615384615,397.6570129641745,49782.102691021035,100763.86181808269,115979.06153846154,15470235.292307692,28706859.06153846,16428,1508792,4545856,25847.70584267134,3235836.674916367,6549651.018175375,7538639,1005565294,1865945839
34,215,13317,76225,478.64018691588785,61263.83644859813,116842.88785046729,102429,13110461,25004378,478.64018691588785,61263.83644859813,116842.88785046729,470.56724357663154,62758.17187021408,116715.17860424724,238704.68224299065,32772249.87850467,59272424.63084112,102429,13110461,25004378,100701.39012539915,13430248.780225813,24977048.22130891,51082802,7013261474,12684298871
35,270,15344,81024,412.7518518518518,48033.87037037037,109158.23703703703,111443,12969145,29472724,412.7518518518518,48033.87037037037,109158.23703703703,460.0610142270784,61351.83049084343,115351.7425214772,204663.72222222222,28643696.437037036,50746513.04814815,111443,12969145,29472724,124216.47384131116,16564994.232527725,31144970.48079884,55259205,7733798038,13701558523
36,199,12759,70230,481.57070707070704,62058.40909090909,118223.24747474748,95351,12287565,23408203,481.57070707070704,62058.40909090909,118223.24747474748,476.8587010914315,64722.58248698171,118316.78699677603,241651.19696969696,33709594.747474745,59865028.93939394,95351,12287565,23408203,94418.02281610343,12815071.332422378,23426723.825361654,47846937,6674499760,11853275730
37,385,46182,113341,533.6875,74790.66927083333,128312.5703125,204936,28719617,49272027,533.6875,74790.66927083333,128312.5703125,508.3792194341265,71246.6920430251,123408.59082901168,277113.4479166667,39256647.497395836,67549419.62760417,204936,28719617,49272027,195217.6202627046,27358729.74452164,47388898.87834048,106411564,15074552639,25938977137
38,525,68140,136756,519.0572519083969,70105.32061068702,128247.29580152672,271986,36735188,67201583,519.0572519083969,70105.32061068702,128247.29580152672,504.32156157020455,69692.84969471022,123085.16467472502,267688.070610687,37506772.00954199,65455038.868320614,271986,36735188,67201583,264264.4982627872,36519053.24002816,64496626.28955591,140268549,19653548533,34298440367
39,503,70176,131176,538.8884462151394,77771.36852589641,128584.3984063745,270522,39041227,64549368,538.8884462151394,77771.36852589641,128584.3984063745,513.7577525380129,72928.96606562022,123760.49798953788,283340.5637450199,40668513.380478084,68567232.37848605,270522,39041227,64549368,257906.39177408247,36610340.96494135,62127769.99074802,142236963,20415593717,34420750654
40,305,23762,97917,475.85901639344263,63820.70491803279,114678.98032786885,145137,19465315,34977089,475.85901639344263,63820.70491803279,114678.98032786885,478.1967358997354,65316.226930038836,117654.89119343262,241628.17704918032,33773445.97704918,59415255.9147541,145137,19465315,34977089,145850.0044494193,19921449.213661846,35884741.81399695,73696594,10300901023,18121653054
41,82,2149,20001,297.9753086419753,32196.74074074074,79891.28395061729,24136,2607936,6471194,297.9753086419753,32196.74074074074,79891.28395061729,411.72830664938266,53309.00305247184,103867.38193375514,143814.3086419753,20106483.530864198,35388832.38271605,24136,2607936,6471194,33349.992838599996,4318029.247250219,8413257.936634166,11648959,1628625166,2866495423
42,853,170302,174652,603.0515826494725,95090.56623681125,144874.26377491208,514403,81112253,123577747,603.0515826494725,95090.56623681125,144874.26377491208,554.3232901991274,84486.9683020234,133204.32097360358,334253.3305978898,50755276.783118404,80800974.16881594,514403,81112253,123577747,472837.7665398557,72067383.96162595,113623285.79048386,285118091,43294251096,68923230966
43,426,49979,116005,506.1435294117647,70714.96705882353,121406.35764705883,215111,30053861,51597702,506.1435294117647,70714.96705882353,121406.35764705883,496.8298880389073,69373.34818636019,121074.46185577825,262092.95764705882,37222629.31058823,63858256.60235294,215111,30053861,51597702,211152.7024165356,29483672.979203083,51456646.28870576,111389507,15819617457,27139759056
44,96,3174,23507,312.2526315789474,34547.231578947365,82423.94736842105,29664,3281987,7830275,312.2526315789474,34547.231578947365,82423.94736842105,420.8933383933966,55289.374609475955,105487.96945550658,151061.27368421052,21165834.463157896,37149621.77894737,29664,3281987,7830275,39984.86714737268,5252490.587900216,10021357.098273125,14350821,2010754274,3529214069
45,357,35176,104193,488.28932584269666,64610.668539325845,119610.04213483146,173831,23001398,42581175,488.28932584269666,64610.668539325845,119610.04213483146,484.32728486173136,65583.4882414881,119511.72479555603,248105.8426966292,34369668.60674157,61076981.148876406,173831,23001398,42581175,172420.51341077636,23347721.813969765,42546174.02721795,88325680,12235602024,21743405289
46,121,1898,24107,230.51666666666668,20122.908333333333,61124.275,27662,2414749,7334913,230.51666666666668,20122.908333333333,61124.275,364.36693854904746,44709.19608439352,90999.73807678571,101016.95833333333,13557849.975,24759185.766666666,27662,2414749,7334913,43724.032625885695,5365103.530127223,10919968.569214284,12122035,1626941997,2971102292
47,98,3334,23698,311.0412371134021,34888.42268041237,81658.14432989691,30171,3384177,7920840,311.0412371134021,34888.42268041237,81658.14432989691,418.98766004297795,54706.60769853584,105321.11612639521,150964.04123711342,21136436.845360823,37161742.78350516,30171,3384177,7920840,40641.80302416886,5306540.946757976,10216148.264260335,14643512,2050234374,3604689050
48,293,22123,114608,541.1672354948805,88155.3037542662,123791.13310580204,158562,25829504,36270802,541.1672354948805,88155.3037542662,123791.13310580204,512.7341286532146,76106.15622942416,125884.54906572105,299437.48464163824,45690212.84982935,73137175.31399317,158562,25829504,36270802,150231.0996953919,22299103.77522128,36884172.876256265,87735183,13387232365,21429192367
49,240,14885,83618,472.4225941422594,61044.51464435147,116035.55648535564,112909,14589639,27732498,472.4225941422594,61044.51464435147,116035.55648535564,472.3640766548978,63784.612743321726,117393.25492520753,237463.28033472804,33049373.78242678,58856865.230125524,112909,14589639,27732498,112895.01432052058,15244522.445653893,28056987.927124597,56753724,7898800334,14066790790
50,590,82490,144980,524.2444821731749,75674.2869269949,126681.03904923599,308780,44572155,74615132,524.2444821731749,75674.2869269949,126681.03904923599,507.26011105312915,72563.38528074254,122841.16933864575,277282.1663837012,40133680.55857386,67212329.80305603,308780,44572155,74615132,298776.20541029307,42739833.93035736,72353448.74046235,163319196,23638737849,39588062254
51,642,100191,156646,554.984399375975,88620.05460218409,130415.12012480499,355745,56805455,83596092,554.984399375975,88620.05460218409,130415.12012480499,523.4502298455733,78821.93155961965,125812.6018812109,306939.92667706707,47107869.66146646,74081534.78939158,355745,56805455,83596092,335531.5973310125,50524858.129716195,80645877.80585618,196748493,30196144453,47486263800
52,60,1302,13723,274.6949152542373,27398.15254237288,75956.59322033898,16207,1616491,4481439,274.6949152542373,27398.15254237288,75956.59322033898,409.2620395227212,52933.29416103738,102912.98749874516,130313.28813559322,18135546.08474576,32020002.389830507,16207,1616491,4481439,24146.46033184055,3123064.3555012057,6071866.262425965,7688484,1069997219,1889180141
53,82,2038,21582,314.75308641975306,34199.950617283954,84780.45679012345,25495,2770196,6867217,314.75308641975306,34199.950617283954,84780.45679012345,428.5042383377946,56027.99720043422,107331.65362221513,152717.34567901236,21185654.543209877,37620024.56790123,25495,2770196,6867217,34708.84330536136,4538267.773235172,8693863.943399426,12370105,1716038018,3047221990
54,446,59258,116671,526.3251121076233,75961.42825112108,124597.79596412556,234741,33878797,55570617,526.3251121076233,75961.42825112108,124597.79596412556,506.0803692260091,71774.09576354295,122346.86594477382,275751.5964125561,39619057.578475334,66719634.1838565,234741,33878797,55570617,225711.84467480006,32011246.710540153,54566702.21136912,122985212,17670099680,29756956846
55,85,2708,21588,319.45238095238096,35377.94047619047,84554.5,26834,2971747,7102578,319.45238095238096,35377.94047619047,84554.5,426.09595123705134,56256.37266679422,106549.1713681437,154832.89285714287,21718142.13095238,38027719.35714286,26834,2971747,7102578,35792.05990391231,4725535.304010714,8950130.39492407,13005963,1824323939,3194328426
56,109,3775,25000,299.3796296296296,32346.99074074074,79661.18518518518,32333,3493475,8603408,299.3796296296296,32346.99074074074,79661.18518518518,415.75121381033864,53809.99932681365,104689.67666502146,143905.36111111112,19961116.342592593,35475823.89814815,32333,3493475,8603408,44901.131091516574,5811479.927295875,11306485.079822317,15541779,2155800565,3831388981
57,718,128487,151073,567.3105849582173,88754.22284122562,138908.83286908077,407329,63725532,99736542,567.3105849582173,88754.22284122562,138908.83286908077,540.8557924820612,82393.64842235972,130837.0888540585,315692.51949860726,48532972.811977714,76475899.37883009,407329,63725532,99736542,388334.45900212,59158639.56725428,93941029.797214,226667229,34846674479,54909695754
58,100,3298,26994,334.9,38723.6,87988.99,33490,3872360,8798899,334.9,38723.6,87988.99,430.94067512354655,57161.8535116704,107699.39458781693,164943.29,23272205.03,40467182.71,33490,3872360,8798899,43094.06751235465,5716185.35116704,10769939.458781693,16494329,2327220503,4046718271
59,67,1541,17740,309.7910447761194,33897.28358208955,84294.28358208956,20756,2271118,5647717,309.7910447761194,33897.28358208955,84294.28358208956,430.42833808979015,57131.47390856764,107502.35097045834,151596.0447761194,21326498.820895523,37082073.29850746,20756,2271118,5647717,28838.69865201594,3827808.751874032,7202657.515020709,10156935,1428875421,2484498911
60,313,22191,103407,471.6794871794872,66275.96474358975,117677.33974358975,147164,20678101,36715330,471.6794871794872,66275.96474358975,117677.33974358975,483.28565246346244,68013.16035865371,120618.27979504481,249589.75320512822,36501434.147435896,61723972.73076923,147164,20678101,36715330,150785.12356860028,21220106.03189996,37632903.29605398,77872003,11388447454,19257879492
61,60,1173,13166,260.8813559322034,25294.830508474577,71679.7627118644,15392,1492395,4229106,260.8813559322034,25294.830508474577,71679.7627118644,399.06460229031893,50468.93081870928,100814.99812139322,121842.18644067796,16618319.694915254,30040377.22033898,15392,1492395,4229106,23544.811535128818,2977666.918303848,5948084.8891622,7188689,980480862,1772382256
62,404,42339,109107,478.66831683168317,62217.49257425743,118673.63861386139,193382,25135867,47944150,478.66831683168317,62217.49257425743,118673.63861386139,482.0280739034669,64933.2575443229,119062.93337894307,242393.79702970298,33426954.155940592,59725127.39356436,193382,25135867,47944150,194739.34185700063,26233036.04790645,48101425.085093,97927094,13504489479,24128951467
63,501,69067,127706,529.6207584830339,75451.24151696607,127043.57684630739,265340,37801072,63648832,529.6207584830339,75451.24151696607,127043.57684630739,510.15870140948925,72274.05726625425,123147.69693619177,277168.30938123754,39688567.4251497,67130533.45508982,265340,37801072,63648832,255589.5094061541,36209302.69039338,61696996.16503208,138861323,19883972280,33632397261
64,336,30646,99049,476.6268656716418,60549.86567164179,117943.22985074627,159670,20284205,39510982,476.6268656716418,60549.86567164179,117943.22985074627,475.3204231391129,63231.34420857214,118083.73206106738,238347.1462686567,32546121.3761194,59113730.46567164,159670,20284205,39510982,159232.34175160283,21182500.309871666,39558050.24045757,79846294,10902950661,19803099706
65,85,2649,20360,303.4404761904762,33802.392857142855,79522.73809523809,25489,2839401,6679910,303.4404761904762,33802.392857142855,79522.73809523809,418.4097294715855,54666.35118252725,105187.61481045601,146680.57142857142,20584167.79761905,36108450.25,25489,2839401,6679910,35146.41727561318,4591973.499332289,8835759.644078305,12321168,1729070095,3033109821
66,310,26536,96333,481.50485436893206,61170.517799352754,119446.52103559871,148785,18901690,36908975,481.50485436893206,61170.517799352754,119446.52103559871,476.59787338449485,63564.21495475073,118215.87145447603,241090.87378640776,33012027.32038835,59767677.44012945,148785,18901690,36908975,147268.7428758089,19641342.421017975,36528704.279433094,74497080,10200716442,18468212329
67,177,6559,63528,433.47727272727275,54290.607954545456,106468.97159090909,76292,9555147,18738539,433.47727272727275,54290.607954545456,106468.97159090909,458.1227626550426,61608.74615048976,114072.08227483486,214442.44886363635,29945647.693181816,53152263.06818182,76292,9555147,18738539,80629.6062272875,10843139.322486198,20076686.480370935,37741871,5270433994,9354798300
68,319,23785,109026,490.437106918239,64859.764150943396,119376.63836477988,155959,20625405,37961771,490.437106918239,64859.764150943396,119376.63836477988,479.6337023364664,64664.498637010794,119468.29070272278,248407.3459119497,34405254.26100629,61668820.408805035,155959,20625405,37961771,152523.51734299632,20563310.566569433,37990916.443465844,78993536,10940870855,19610684890
69,284,20849,91315,468.0070671378092,62332.56183745583,112565.40989399294,132446,17640115,31856011,468.0070671378092,62332.56183745583,112565.40989399294,472.98835879951025,64181.77473925332,116746.4942965251,236546.57243816255,32994996.961130742,58234412.86925795,132446,17640115,31856011,133855.7055402614,18163442.25120869,33039257.885916602,66942680,9337584140,16480338842
70,162,5253,50214,375.1304347826087,43769.01863354037,97396.22360248448,60396,7046812,15680792,375.1304347826087,43769.01863354037,97396.22360248448,437.9244164314211,58624.79809425395,109179.31561395126,184414.88819875778,26056142.42236025,45427912.161490686,60396,7046812,15680792,70505.83104545879,9438592.493174886,17577869.813846152,29690797,4195038930,7313893858
71,364,46780,115166,573.0,85377.82369146006,132123.90082644628,207999,30992150,47960976,573.0,85377.82369146006,132123.90082644628,515.2146966857196,73118.7357822759,124589.74316256179,302047.03305785125,43282112.581267215,73269686.51790634,207999,30992150,47960976,187022.93489691618,26542101.08896615,45226076.76800993,109643073,15711406867,26596896206
72,385,39537,105814,479.2311688311688,61380.69350649351,119660.41558441559,184504,23631567,46069260,479.2311688311688,61380.69350649351,119660.41558441559,484.49143556412605,65171.671786622035,119674.65026510014,241717.5948051948,33215066.485714287,59661490.43896104,184504,23631567,46069260,186529.20269218853,25091093.637849484,46074740.35206355,93061274,12787800597,22969673819
73,175,6112,43711,319.45402298850576,35010.2816091954,82665.02873563218,55585,6091789,14383715,319.45402298850576,35010.2816091954,82665.02873563218,412.0442147043387,53791.114938888306,102571.47930075714,152217.2816091954,21347595.747126438,37313259.3045977,55585,6091789,14383715,71695.69335855493,9359653.999366565,17847437.398331743,26485807,3714481660,6492507119
74,437,64655,115195,558.7889908256881,82848.74311926606,130807.52293577982,243632,36122052,57032080,558.7889908256881,82848.74311926606,130807.52293577982,520.7090976733954,74641.14552965085,125161.14290427338,295692.40596330276,42642610.126146786,71406892.97247706,243632,36122052,57032080,227029.16658560038,32543539.45092777,54570258.30626319,128921889,18592178015,31133405336
75,124,4563,30638,321.2682926829268,36489.11382113821,85247.9268292683,39516,4488161,10485495,321.2682926829268,36489.11382113821,85247.9268292683,428.35074110160224,56727.667156937896,107177.61027958388,157737.9837398374,22274792.113821138,38714836.317073174,39516,4488161,10485495,52687.14115549708,6977503.060303361,13182846.064388817,19401772,2739799430,4761924867
76,38,515,8732,261.7837837837838,26006.432432432433,71373.27027027027,9686,962238,2640811,261.7837837837838,26006.432432432433,71373.27027027027,403.0075772884641,51824.478579188486,101622.8686301817,122976.13513513513,16891037.56756757,30358348.135135137,9686,962238,2640811,14911.280359673172,1917505.7074299739,3760046.139316723,4550117,624968390,1123258881
77,266,13490,75876,386.1320754716981,44983.75471698113,101030.38490566038,102325,11920695,26773052,386.1320754716981,44983.75471698113,101030.38490566038,446.1553374551262,59090.51303204558,111836.90283894839,190455.320754717,26622932.603773586,47111296.313207544,102325,11920695,26773052,118231.16442560844,15658985.953492079,29636779.25232132,50470660,7055077140,12484493523
78,109,2390,27075,292.94444444444446,31438.666666666668,79495.87962962964,31638,3395376,8585555,292.94444444444446,31438.666666666668,79495.87962962964,411.8132060779351,54250.8553397338,103067.56415037153,141935.72222222222,20069915.638888888,34744528.5462963,31638,3395376,8585555,44475.82625641699,5859092.37669125,11131296.928240126,15329058,2167550889,3752409083
79,358,22889,110368,435.16201117318434,53721.91061452514,108635.36312849162,155788,19232444,38891460,435.16201117318434,53721.91061452514,108635.36312849162,455.6781577498311,60564.294821881995,113828.98520970074,215473.19273743016,29853003.731843576,53440566.77094972,155788,19232444,38891460,163132.78047443953,21682017.546233755,40750776.705072865,77139403,10687375336,19131722904
80,330,22615,107959,463.61398176291794,57847.857142857145,114487.88449848024,152529,19031945,37666514,463.61398176291794,57847.857142857145,114487.88449848024,464.1428758775715,61557.470246040386,115949.01825831577,229526.61094224924,31495174.486322187,57083135.38905775,152529,19031945,37666514,152703.00616372103,20252407.710947286,38147227.00698589,75514255,10361912406,18780351543
81,157,5649,39418,323.0897435897436,36228.17307692308,84966.48076923077,50402,5651595,13254771,323.0897435897436,36228.17307692308,84966.48076923077,422.7940250206474,55760.661554522216,105491.4527346431,156946.01923076922,22115800.083333332,38515322.134615384,50402,5651595,13254771,65955.86790322099,8698663.202505466,16456666.626604322,24483579,3450064813,6008390253
82,104,3391,25945,313.6826923076923,35159.00961538462,83539.71153846153,32623,3656537,8688130,313.6826923076923,35159.00961538462,83539.71153846153,427.1505263584408,56506.91016736796,106680.1073121334,153383.25961538462,21588416.875,37615505.5,32623,3656537,8688130,44423.654741277845,5876718.657406268,11094731.160461875,15951859,2245195355,3912012572
83,68,1484,15328,271.05970149253733,27024.358208955226,74741.58208955223,18161,1810632,5007686,271.05970149253733,27024.358208955226,74741.58208955223,409.5806161019233,52884.33323525505,103232.23712847565,128367.46268656716,17662850.343283582,31570983.791044775,18161,1810632,5007686,27441.90127882886,3543250.326762088,6916559.887607869,8600620,1183410973,2115255914
84,113,3661,26040,295.86607142857144,30618.473214285714,81545.34821428571,33137,3429269,9133079,295.86607142857144,30618.473214285714,81545.34821428571,421.29733744648837,55036.77631810296,106032.41477615193,142318.4732142857,19827699.651785713,35100788.9375,33137,3429269,9133079,47185.3017940067,6164118.947627531,11875630.454929017,15939669,2220702361,3931288361
