,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1,234,12170,82226,454.4102564102564,59046.36324786325,117273.35042735042,106332,13816849,27441964,454.4102564102564,59046.36324786325,117273.35042735042,485.2924492440515,67628.70215048616,124960.82473267225,234911.66666666666,33766052.01282051,60417615.615384616,106332,13816849,27441964,113558.43312310806,15825116.303213762,29240832.987445306,54969330,7901256171,14137722054
2,200,11412,72893,477.585,64134.065,121742.89,95517,12826813,24348578,477.585,64134.065,121742.89,490.46459872965977,69063.59770004191,126683.41568842299,249533.435,36279058.22,64295343.015,95517,12826813,24348578,98092.91974593195,13812719.540008381,25336683.1376846,49906687,7255811644,12859068603
3,125,3232,38965,362.432,43924.576,97797.192,45304,5490572,12224649,362.432,43924.576,97797.192,447.5606139942179,61786.23245443702,116025.86946724108,185283.912,27127881.744,47342093.16,45304,5490572,12224649,55945.076749277236,7723279.056804627,14503233.683405135,23160489,3390985218,5917761645
4,283,24556,100894,529.0565371024735,73236.68551236749,132532.11307420494,149723,20725982,37506588,529.0565371024735,73236.68551236749,132532.11307420494,509.7158217533998,72370.34376028235,129717.38882595356,278476.4275618375,40166959.44522968,71121998.204947,149723,20725982,37506588,144249.57755621214,20480807.284159906,36710021.03774486,78808829,11367249523,20127525492
5,186,7780,59790,404.10752688172045,49164.68817204301,108719.45161290323,75164,9144632,20221818,404.10752688172045,49164.68817204301,108719.45161290323,460.7637174687789,63459.86603013737,120019.35232087327,206644.72043010753,30031334.774193548,53085045.44086021,75164,9144632,20221818,85702.05144919288,11803535.08160555,22323599.531682428,38435918,5585828268,9873818452
6,438,58568,126649,555.5867579908676,84065.20776255708,133807.72831050228,243347,36820561,58607785,555.5867579908676,84065.20776255708,133807.72831050228,522.853709880852,76374.85927763273,131438.56486446472,301382.5570776256,44654246.53881279,75848144.64840183,243347,36820561,58607785,229009.92492781318,33452188.363603134,57570091.410635546,132005560,19558559984,33221487356
7,470,63823,151253,592.4021276595745,101963.77021276596,141881.22978723404,278429,47922972,66684178,592.4021276595745,101963.77021276596,141881.22978723404,555.1580418905321,87492.13449635006,140504.38998280934,345216.36808510637,55244216.24893617,87187769.88936171,278429,47922972,66684178,260924.27968855007,41121303.21328453,66037063.29192039,162251693,25964781637,40978251848
8,96,1989,22733,277.2395833333333,28381.708333333332,77115.5,26615,2724644,7403088,277.2395833333333,28381.708333333332,77115.5,406.9253393488547,53894.71900993742,105523.40070281735,133601.67708333334,19066736.90625,33936673.354166664,26615,2724644,7403088,39064.83257749005,5173893.024953992,10130246.467470465,12825761,1830406743,3257920642
9,116,4408,32549,355.5948275862069,42736.00862068965,97441.06034482758,41249,4957377,11303163,355.5948275862069,42736.00862068965,97441.06034482758,454.4440789162413,63010.88927830769,118055.71479624118,182557.4827586207,26797090.70689655,46598910.077586204,41249,4957377,11303163,52715.513154283995,7309263.1562836915,13694462.916363977,21176668,3108462522,5405473569
10,514,50424,161378,509.16731517509726,73163.79961089494,129922.39299610895,261712,37606193,66780110,509.16731517509726,73163.79961089494,129922.39299610895,510.5289493281636,74543.55379802284,131306.29772955176,275740.8249027237,41283495.63618677,70637391.05058366,261712,37606193,66780110,262411.8799546761,38315386.65218374,67491437.0329896,141730784,21219716757,36307619000
11,239,11345,76068,412.21338912133893,50612.22594142259,111317.12133891214,98519,12096322,26604792,412.21338912133893,50612.22594142259,111317.12133891214,468.039970685305,64552.78439153128,122008.17239708388,212129.359832636,30818742.78242678,54548163.10460251,98519,12096322,26604792,111861.55299378789,15428115.469575975,29159953.202903047,50698917,7365679525,13037010982
12,64,1387,14822,273.9375,27005.890625,78457.796875,17532,1728377,5021299,273.9375,27005.890625,78457.796875,416.2264563258211,54293.385060708744,109485.36614624364,132195.640625,18391979.796875,33923498.5625,17532,1728377,5021299,26638.49320485255,3474776.6438853596,7007063.433359593,8460521,1177086707,2171103908
13,342,31332,102902,483.1111111111111,62904.070175438595,124224.08187134503,165224,21513192,42484636,483.1111111111111,62904.070175438595,124224.08187134503,488.8489311130919,67038.51250630652,126168.34557005041,249549.11111111112,35209249.4122807,64249966.62573099,165224,21513192,42484636,167186.33444067743,22927171.27715683,43149574.18495724,85345796,12041563299,21973488586
14,81,2021,19575,290.5679012345679,31095.0,82961.16049382716,23536,2518695,6719854,290.5679012345679,31095.0,82961.16049382716,428.4842577705701,57567.79199315601,112111.67999226679,144860.59259259258,20892426.098765433,36973932.58024691,23536,2518695,6719854,34707.22487941618,4662991.1514456365,9081046.07937361,11733708,1692286514,2994888539
15,92,2664,25867,338.07608695652175,39793.684782608696,93224.77173913043,31103,3661019,8576679,338.07608695652175,39793.684782608696,93224.77173913043,447.3629290094771,61343.909270924254,116777.1562706449,172474.0652173913,25156890.77173913,44168345.19565217,31103,3661019,8576679,41157.389468871894,5643639.652925031,10743498.376899332,15867614,2314433951,4063487758
16,81,2413,21358,322.25925925925924,37151.59259259259,88522.92592592593,26103,3009279,7170357,322.25925925925924,37151.59259259259,88522.92592592593,439.861964127215,60051.28964544841,114504.58073053736,162503.85185185185,23635767.61728395,41430388.40740741,26103,3009279,7170357,35628.81909430442,4864154.461281321,9274871.039173527,13162812,1914497177,3355861461
17,103,2829,24422,291.0388349514563,29626.14563106796,84462.97087378641,29977,3051493,8699686,291.0388349514563,29626.14563106796,84462.97087378641,429.2379039770282,57361.75803937292,112520.7799498161,143424.2233009709,20480665.03883495,36739436.76699029,29977,3051493,8699686,44211.504109633905,5908261.078055411,11589640.334831059,14772695,2109508499,3784161987
18,17,100,4691,286.70588235294116,29883.529411764706,83137.11764705883,4874,508020,1413331,286.70588235294116,29883.529411764706,83137.11764705883,428.5643092647234,57741.73699593636,112092.90643096731,142617.4705882353,20958114.88235294,36502651.705882356,4874,508020,1413331,7285.593257500298,981609.5289309181,1905579.4093264444,2424497,356287953,620545079
19,429,41903,140512,521.8857808857808,78198.19114219114,136260.43356643355,223889,33547024,58455726,521.8857808857808,78198.19114219114,136260.43356643355,530.4012089328955,80364.21954674268,136341.2207673936,292134.9300699301,45089107.04895105,74763064.28205128,223889,33547024,58455726,227542.11863221216,34476250.18555261,58490383.709211856,125325885,19343226924,32073354577
20,453,39730,149708,504.88962472406183,74534.16335540838,131863.08388520972,228715,33763976,59733977,504.88962472406183,74534.16335540838,131863.08388520972,515.1579150890004,76972.95709738164,132310.24641719053,280426.5209713024,43013863.45033113,71621663.6777042,228715,33763976,59733977,233366.5355353172,34868749.56511389,59936541.62698731,127033214,19485280143,32444613646
21,467,52359,149388,543.1241970021413,81786.04496788008,139328.74732334047,253639,38194083,65066525,543.1241970021413,81786.04496788008,139328.74732334047,533.967684155293,80483.99039482343,136916.76430173998,302357.7130620985,46309129.90149893,77343575.40471092,253639,38194083,65066525,249362.90850052182,37586023.51438254,63940128.92891257,141201052,21626363664,36119449714
22,501,49500,169390,534.7085828343313,77118.41317365269,137421.9880239521,267889,38636325,68848416,534.7085828343313,77118.41317365269,137421.9880239521,523.01551837517,76864.91819258053,133954.65786895974,291124.10578842316,43643252.78642715,74692406.29740518,267889,38636325,68848416,262030.77470596018,38509324.01448285,67111283.59234883,145853177,21865269646,37420895555
23,376,42676,122819,552.6462765957447,85560.33510638298,139250.27925531915,207795,32170686,52358105,552.6462765957447,85560.33510638298,139250.27925531915,538.0086669022382,81939.50156313453,137497.19389304068,309818.30319148937,47880896.67287234,79056259.7287234,207795,32170686,52358105,202291.25875524158,30809252.58773858,51698944.90378329,116491682,18003217149,29725153658
