,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1,213,11232,68073,424.056338028169,51645.164319248826,94967.7558685446,90324,11000420,20228132,424.056338028169,51645.164319248826,94967.7558685446,435.8216423052018,56053.942988948125,98564.93400564874,197663.03755868544,26274149.21596244,44789339.61032864,90324,11000420,20228132,92830.00981100799,11939489.856645951,20994330.94320318,42102227,5596393783,9540129337
2,184,10508,59983,439.2119565217391,53972.989130434784,97871.89130434782,80815,9931030,18008428,439.2119565217391,53972.989130434784,97871.89130434782,438.04291708765254,56351.792646155736,99451.5014807327,205214.7010869565,27371111.739130434,46526112.36956522,80815,9931030,18008428,80599.89674412807,10368729.846892655,18299076.272454817,37759505,5036284560,8560804676
3,127,3003,33430,309.5196850393701,34266.04724409449,73493.14960629921,39309,4351788,9333630,309.5196850393701,34266.04724409449,73493.14960629921,392.0221081432272,49357.00176756985,89406.19446021479,141610.00787401575,19144999.44094488,31767431.0,39309,4351788,9333630,49786.80773418985,6268339.22448137,11354586.696447277,17984471,2431414929,4034463737
4,283,24352,89359,486.8551236749117,63622.416961130744,107550.12367491167,137780,18005144,30436685,486.8551236749117,63622.416961130744,107550.12367491167,466.54615211269135,62077.374998836865,104414.51627230099,234101.851590106,31570487.342756182,52632114.699646644,137780,18005144,30436685,132032.56104789165,17567897.124670833,29549308.10506118,66250824,8934447918,14894888460
5,184,7354,50766,355.7704918032787,39577.85792349727,84199.70491803279,65106,7242748,15408546,355.7704918032787,39577.85792349727,84199.70491803279,410.00650282779804,51757.9953856286,93985.99813572108,162867.868852459,21773182.890710384,36797708.50819672,65106,7242748,15408546,75031.19001748704,9471713.155570034,17199437.658836957,29804820,3984492469,6733980657
6,424,56980,108444,523.775413711584,76189.06146572104,110971.86761229315,221557,32227973,46941100,523.775413711584,76189.06146572104,110971.86761229315,486.15522268986064,67488.25267256873,107192.41988047077,262603.74940898345,36811579.75650118,58020829.06382979,221557,32227973,46941100,205643.65919781104,28547530.880496576,45342393.609439135,111081386,15571298237,24542810694
7,481,63364,125974,524.4604166666667,82539.68125,111029.3,251741,39619047,53294064,524.4604166666667,82539.68125,111029.3,497.70187795879883,72406.27367495914,110510.2112201096,275465.4625,40810822.50208333,60903280.71458333,251741,39619047,53294064,238896.90142022344,34755011.36398039,53044901.38565261,132223422,19589194801,29233574743
8,84,1512,18311,255.02409638554218,24722.277108433736,61190.68674698795,21167,2051949,5078827,255.02409638554218,24722.277108433736,61190.68674698795,356.306699005016,43388.54971825453,80891.07837789142,110248.60240963855,14662504.277108435,24556213.240963854,21167,2051949,5078827,29573.45601741633,3601249.626615126,6713959.505364988,9150634,1216987855,2038165699
9,117,4343,27920,311.87179487179486,34357.418803418805,74915.05982905983,36489,4019818,8765062,311.87179487179486,34357.418803418805,74915.05982905983,401.17196595110784,51091.293124541786,91713.39310560141,143168.7264957265,19430995.854700856,32093560.717948716,36489,4019818,8765062,46937.120016279616,5977681.295571389,10730466.993355365,16750741,2273426515,3754946604
10,232,13508,73266,431.25,54049.13362068965,95248.7198275862,100050,12539399,22097703,431.25,54049.13362068965,95248.7198275862,437.28188137131826,56631.149415544045,99230.66312401908,202725.7327586207,27056532.04310345,45935718.58189655,100050,12539399,22097703,101449.39647814583,13138426.664406218,23021513.844772425,47032370,6277115434,10657086711
11,229,10892,63663,372.7631578947368,41791.47368421053,88730.13157894737,84990,9528456,20230470,372.7631578947368,41791.47368421053,88730.13157894737,419.62574254302757,53348.31153761361,96060.2871400496,171812.13157894736,23011594.85964912,38821164.368421055,84990,9528456,20230470,95674.66929981028,12163415.030575903,21901745.467931308,39173166,5246643628,8851225476
