uid,name,gender,ethnicity,rank_2015,age,party_membership_age,rank_2005,edu_2005,gdpidx,gdpidx_1st,gdpidx_2nd,gdpidx_3rd,f2gdpidx,logltavg,gdpidx_rl,gdpidx_1st_rl,gdpidx_2nd_rl,gdpidx_3rd_rl,f2gdpidx_rl,logltavg_rl
722,赵少麟,1,1,6,58.7945205479452,32.2767123287671,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
723,蒋文郁,1,1,7,63.298630136986304,40.9479452054794,7,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
724,陈一远,1,1,7,56.53972602739729,36.0301369863014,0,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
725,吴齐,1,1,6,56.53972602739729,33.8602739726027,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
726,李笃信,1,1,6,50.8712328767123,31.276712328767097,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
729,杜宇新,1,1,7,51.6219178082192,28.9397260273973,6,5,13.75,7.5,16.833333333333336,13.450000000000003,13.549999237060547,0.9455020328362783,-0.054205575274911655,-0.5591708019836885,0.46852575601216073,0.2115575265618291,-1.2291174293540468,0.015703109998441662
730,盖如垠,1,1,6,52.3753424657534,32.1095890410959,5,5,10.88888888888889,11.433333333333332,11.02222222222222,14.555555555555557,10.755555894639757,1.5336340930726793,-0.7532066487596292,2.4119328616880154,-1.249462932019078,-0.21454676936822037,-0.16882429244282843,0.08083373932679566
731,曹广亮,1,1,6,60.8767123287671,31.5232876712329,6,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
732,王宗璋,1,1,6,61.712328767123296,39.7808219178082,6,4,11.288000000000002,3.266666666666661,15.866666666666665,12.266666666666671,11.779998779296875,0.8183156490325928,2.1629388055146253,3.5441193227265697,5.249343307316397,1.0674261106488194,1.3834460446126284,0.02110755289684187
733,石忠信,1,1,6,58.1287671232877,32.1095890410959,6,5,13.083333333333334,7.199999999999998,16.233333333333338,12.766666666666667,13.749998728434244,0.8846792280673981,0.49319893681225274,0.5358987822724935,1.8763532738727393,0.12903665971425438,0.7560973218306226,-0.00978748759429658
734,张效廉,1,1,6,41.2821917808219,20.5150684931507,5,6,13.075,7.375,13.425,14.425,13.325000762939453,0.8886280432343483,-1.610432482107951,-1.7427323502898235,-4.163253926790782,0.5747932244813059,-2.163869486136407,-0.02783643426764821
735,林铎,1,1,6,49.372602739726,29.775342465753397,5,5,11.3,7.75,12.850000000000001,10.975000000000001,9.450000762939453,1.544487327337265,-0.6083210326541116,-0.814807109078222,-1.3437363716471495,-0.6250993474840236,0.38004923376573885,-0.03770958722905069
736,范广举,1,1,6,59.45753424657531,25.772602739725997,6,4,7.52,2.199999999999998,10.566666666666668,9.766666666666666,8.700000762939453,0.1454639509320259,0.18352843663490226,1.2656699956984685,-0.5178622472533361,0.3345618009341711,-0.43492610453508007,-0.06475574945960255
737,杨信,1,1,5,55.2109589041096,35.8602739726027,5,4,10.035454545454545,4.609999999999999,15.59,10.330000000000002,11.681818181818182,0.3661382222040133,-0.5056323448614992,-0.7412279634809458,0.16319460494758234,-0.5454280388901651,0.0592620786889584,-0.03788083877766658
738,郝会龙,1,1,6,42.6986301369863,22.684931506849303,5,4,12.950000000000001,14.025000000000002,15.024999999999999,10.674999999999999,11.124999046325684,-0.2132933745160699,0.5101751507621481,1.8168957014630003,-0.0074130692594984865,-0.09507792244486712,-0.6304609266046599,-0.05414083207282415
739,林秀山,1,1,5,51.4520547945205,31.1095890410959,5,4,12.7875,7.6,19.7,12.137500000000001,13.487500190734863,0.4857054050080478,-0.2965392436605161,-1.585698316243832,1.7226103703440518,0.010113894290569048,-0.17464855203679305,-0.0056645755214151435
740,刘刚,1,0,5,48.2876712328767,23.769863013698597,5,4,11.483333333333333,12.049999999999999,14.016666666666667,9.266666666666667,13.174999237060547,0.28653326056276757,-0.42607574414205673,0.2677718144914175,-0.7276498613287443,-0.8123185383282965,2.1511965259883867,0.04523282443079839
741,韩冬炎,1,1,5,42.2849315068493,20.6,4,6,12.024999999999999,9.624999999999996,14.474999999999998,11.149999999999999,8.25,1.0528468489646912,1.7557182187446276,1.853069908702365,-0.40798651236895644,1.3635700972254103,0.4435019311916437,0.13298585043345648
743,吴炜,1,0,5,53.1232876712329,29.23318924807254,5,4,10.100000000000003,6.433333333333333,11.999999999999995,10.933333333333337,11.333333333333334,0.29654524351159733,0.36175749979319616,0.6508662998735366,-6.424545427200871e-4,0.999148455463702,0.6117566623719043,-0.02033236618688951
744,王兆力,1,1,5,42.6164383561644,21.0191780821918,5,5,12.91,10.64,17.44,11.000000000000002,13.149999618530273,0.7827582791447639,0.12275258874768935,-0.9982499470437284,1.7085636938474813,-0.24505470300284274,0.5558366580180011,0.040988033598521705
745,邱玉泉,1,1,5,51.7041095890411,27.1068493150685,5,5,12.2,10.500000000000004,14.720000000000002,11.74,13.480000305175782,0.4128240615129471,-0.5263411805817795,-1.096466524756557,-0.6845168658520047,0.676439527183914,-0.6142197492644824,-0.019543043839898983
746,朱德义,1,1,5,41.6164383561644,19.3534246575342,4,5,14.374999999999996,11.225000000000001,20.35,10.125000000000004,9.5,0.9724783599376678,0.515202704112056,-0.904068768059806,2.830846396656999,-1.2947111551094952,-0.06251289169384637,-0.03402203476041581
747,许兆君,1,1,5,49.8712328767123,26.6054794520548,5,5,12.19,10.97,15.070000000000004,9.57,10.655554877387154,0.05661539696156979,-0.01944766164708204,-0.5879527827055694,0.9011102735777105,-0.849688761074185,-1.1731444935170694,-0.01270935620093595
748,张兴福,1,1,5,49.8712328767123,23.6027397260274,5,5,7.3759999999999994,2.900000000000002,10.700000000000003,8.699999999999996,11.11999969482422,0.2359822583384812,0.5775136405460887,0.926876448735645,1.3590471151330998,0.3784015810850792,1.6146008467832973,-0.01903355657858051
749,付会廷,1,1,5,57.7945205479452,31.027397260274,5,4,7.875,2.900000000000002,10.700000000000003,8.699999999999996,11.57499885559082,0.29691566061228514,0.6939298363477941,0.926876448735645,1.3590471151330998,0.3784015810850792,1.7732425357460513,-0.027698377650093656
750,刘国中,1,1,6,43.0356164383562,18.6821917808219,5,5,12.766666666666666,6.800000000000002,16.166666666666668,13.133333333333335,12.73333485921224,0.34532545506954193,1.7581077725782988,-3.011021898862016,3.57344263375832,3.3737870051248766,0.40490499190970003,-0.0023691933280911063
751,朱清文,1,1,6,49.0383561643836,31.194520547945203,5,5,13.136363636363637,10,17.354545454545455,11.354545454545454,13.522222730848524,0.7719702571630478,1.18445262316606,1.2132306598642428,2.160510297808393,0.4305676574880312,1.425005180020357,-0.009482536120911177
752,杜吉明,1,1,6,50.041095890411,28.6054794520548,4,5,19.95,9.583333333333334,26.799999999999997,11.91666666666667,11.040000915527344,1.3088351885477703,5.4523896379312795,-0.19907002825969883,8.465076247873425,0.6256222879569294,-1.5475126743835086,-6.98406047370395e-4
753,湛胜田,1,1,5,51.1232876712329,33.1095890410959,5,4,8.274999999999999,1.9499999999999993,13.774999999999999,7.525000000000002,11.849998474121094,0.22934961318969727,-0.9218699814985191,-1.4173603048086685,-0.3497254220701084,-0.45805451432811106,-0.07448501634180013,-0.17926239032497945
754,王晓明,1,1,5,53.2904109589041,33.9452054794521,5,4,13.925000000000004,10.05,19.625,10.3,14.374998092651367,0.47089163213968277,0.844403144617464,0.029109071533124906,1.1871521630085133,0.32939625153054874,-0.7983805685838413,0.028718435966966323
755,胡祥鼎,1,1,5,60.295890410958904,35.83926544914827,5,4,5.446666666666668,1.5,12.549999999999997,4.950000000000003,9.599998474121094,0.13566431201373538,-1.8457977843694748,-1.1102487370237988,0.4438135898257921,-2.224861011514391,-1.0816574033479898,-0.15578652246618363
756,武凤呈,1,1,5,47.5342465753425,19.9342465753425,4,5,11.519999999999996,10.02,14.279999999999998,8.279999999999996,7.549999237060547,1.249388337135315,0.4081069713866894,0.821626410943919,-1.7805109810650182,0.3185090893254201,-2.1235144740884624,0.09906460361263804
757,滕喜魁,1,1,5,53.3753424657534,31.3616438356164,5,5,12.957142857142859,8.842857142857143,18.114285714285714,10.057142857142859,15.742855616978236,0.46915791077273233,0.1545451891497227,-0.025916557759131653,-0.019057872762620505,0.32733677395118393,0.7670313664326538,-0.017009096339605602
758,李显刚,1,1,5,42.4465753424658,20.5232876712329,5,5,16.333333333333332,12.066666666666668,22.150000000000002,10.833333333333334,14.360000610351562,1.1685543060302734,1.0397426123438385,0.6411310427906847,0.7997709785430469,0.18007536832225912,1.4136919963441736,0.12226181837304632
760,刘海生（黑）,1,1,6,58.213698630137,38.9479452054794,6,3,8.430000000000001,-7.549999999999997,9,12.75,8.5,1.3237121899922688,1.1679295280683542,-11.054459959753093,3.313303178839133,-1.508303580712205,0.3628881185434255,8.318420830265005e-4
761,韩学键,1,1,6,43.6986301369863,19.6,5,5,10.669999999999998,11.05,9.9,15.710000000000003,10.8125,1.7549915671348573,-0.519368812800613,-0.3667045077883302,-0.8955349045089873,0.2744493213945273,-0.24364741447217692,-0.026118914252212508
763,夏立华,0,1,5,45.1178082191781,20.6821917808219,5,5,10.916666666666664,10.666666666666666,10.083333333333334,15.783333333333333,10.274999618530273,1.900507350762685,-0.5285264939033099,-1.1820669925002272,-1.394016660862582,0.49316616215044023,0.09248806874193105,-0.12431586813689981
764,杨喜军,1,1,5,51.2904109589041,28.854794520547898,5,2,9.024999999999999,8.962500000000002,10.312500000000002,7.875000000000002,9.299999660915798,-0.9555370435118675,-0.04677856247333933,0.3902851646331955,0.6254467859413352,-1.1510118114414185,-1.362364140104062,0.08434699304720483
765,王爱文,1,1,5,42.7835616438356,19.7671232876712,5,5,12.016666666666667,12.499999999999998,12.700000000000003,10.68333333333333,11.64999771118164,0.20776565310855707,-0.3362162984512091,0.19874073526030633,-1.2878075765919033,0.6869271869668654,0.7587049203678091,-0.08673627766501986
766,王利民,1,1,6,55.958904109589,32.6082191780822,6,3,8,NaN,NaN,NaN,8.1999969482421875,-0.6329563856124878,1.6810371482064606,NaN,NaN,NaN,-0.21075956993555323,0.06257470144961949
767,李延芝,0,1,6,55.53972602739729,30.6082191780822,6,4,8.700000000000003,4.950000000000003,9.399999999999999,9.549999999999997,10,-0.13892886228859425,-0.2672853223897892,-2.210794474966087,0.7234654503506462,0.2181056788323738,0.31351641358760507,0.10509524401432825
768,董绍林,1,1,5,51.7890410958904,28.0246575342466,5,4,8.474999999999998,0.7249999999999979,9.900000000000002,5.75,9.77499771118164,-0.2206822708249092,-0.9888678990546997,-4.178287180955924,-0.39614530288328365,-3.958584934540952,-1.3044218808502572,-0.03923633983271323
769,高环,0,1,5,40.5287671232877,20.3534246575342,5,6,10.300000000000002,12.533333333333331,8.533333333333337,10.366666666666665,10.199996948242188,0.18138095984856287,0.03966642766169082,1.2959441626299353,-1.735415292852125,1.7611597954717324,5.830419119611285,-0.14301355832515297
771,孙喆,1,1,5,41.7835616438356,21.3534246575342,4,6,13.850000000000001,11.599999999999998,19.849999999999998,12.099999999999998,12,1.206198662519455,1.7715840249608996,0.4785429266285491,4.392290574058293,0.8618429759419926,2.0289690450477424,0.15975537319508715
772,李海涛,1,1,6,41.8657534246575,16.427397260274,5,5,14.07142857142857,13.414285714285713,18.07142857142857,13.042857142857141,14.971429007393974,0.31642971507140566,0.21704597536842696,0.4103097434694207,0.6246889611362993,0.31551864153515474,0.0744239574694866,2.1592980813934723e-4
773,孙启文,1,1,6,50.9561643835616,31.4383561643836,6,2,7.099999999999999,5.950000000000003,7.650000000000006,7,11.099998474121094,0.10770797356963158,-1.3409447257644618,1.1097767955306017,-3.397077003087444,-3.3478407016596483,0.13864152284344292,-0.15686356478337257
774,王国学,1,1,5,61.0465753424658,36.53065768715243,5,3,8.325,4.966666666666669,10.066666666666672,10.066666666666668,11.274999618530273,0.2450272710993886,-1.042743655090941,-0.6582882241953454,-2.032439665177043,-0.9024570006065257,-0.27125134065491996,-0.11060223241854451
775,郭晓华,1,1,6,52.9561643835616,30.9424657534247,5,4,12.12,10.879999999999999,13.639999999999997,12.299999999999997,14.120001220703125,0.29419628977775575,-0.2901075835005735,0.1655023433902769,-1.961139600771764,0.0646208176152108,-0.5910040838289937,-0.030240953663995516
776,高志杰,1,1,5,49.5369863013699,31.1095890410959,5,5,9.25,4.924999999999997,9.2,10.825,12.424999237060547,0.9483969211578369,-0.006240991717899214,2.516117874618364,-2.720533323528674,2.1118124667419247,0.9907755349361116,-0.02941072269344839
777,宋长生,1,1,5,56.2109589041096,34.3643835616438,5,6,13.400000000000002,8.599999999999998,17,10.925,19.875,1.0928976982831955,0.909783187424046,-0.31047454551099163,1.6412888265502474,0.5165708926317794,5.4429718078077975,0.09375328728356862
778,张宪军,1,1,5,49.372602739726,21.6849315068493,4,5,6.55,10.733333333333336,7.099999999999997,7.283333333333334,5.44999885559082,0.7597134572764238,-5.697034166263516,-0.4264357650046251,-6.844970392609791,-2.906443403760476,-5.73976771389344,-0.03520557623844506
779,孙升昌,1,0,5,49.2054794520548,31.027397260274,5,2,12.440000000000001,8.62,15.4,10.320000000000002,15.939999389648438,1.0268399477005006,1.1377447500959317,1.2179344829989858,1.4518007320375594,0.7951161567691444,2.47013797433249,0.061398726963597106
780,曲志深,1,1,5,41.6164383561644,20.1013698630137,4,5,26.049999999999997,10.450000000000003,38.45,11.450000000000003,15.200000762939453,1.4819576144218445,10.534860945987763,-0.41755853897474426,19.073224913766985,0.009486172535051685,-0.22376471759370542,-0.011115860974749633
781,郭新双,1,1,5,41.6986301369863,11.5095890410959,4,6,12.799999999999997,8.799999999999997,14.46666666666666,9.5,-2.8499984741210938,1.4714926679929097,-2.5508267791452917,-1.5648045724292434,-4.872218369511413,-1.9395799458268748,-11.799495777497423,0.007032903289001742
783,陆兵(河北省),1,1,5,48.2054794520548,18.6,5,5,10.350000000000001,15.950000000000003,9.149999999999999,9.75,13.25,-0.24876312166452408,-1.8033951984822363,2.357061775455238,-3.4690138202198506,-0.21813399588605076,-0.04960593826061682,-0.06958650818857576
784,林宽海,1,1,5,39.7808219178082,14.098630136986301,4,4,13,9.5,16.525000000000002,11.525000000000002,12.199996948242188,0.8436163812875748,3.0603458273708117,-0.7247542267947706,6.3494624883167745,2.282214374874483,6.575212141513536,0.1537957179703194
785,李耀新,1,1,5,45.1178082191781,21.6027397260274,4,6,13.900000000000006,5.799999999999997,15.200000000000003,15.5,19.400001525878906,-0.09136232733726501,0.30730712967650875,-1.6707331812986852,-1.4641522766647321,2.2077878098699215,4.020159727210252,-0.04223954009516991
787,马晓林,1,1,5,46.786301369863,28.854794520547898,5,4,9.225000000000001,4.899999999999999,9.625,6.274999999999999,11.799999237060547,-0.2461509332060814,-2.1917796652874904,-4.718832656248877,-2.729282135006031,-3.980697620946755,-1.1363764466570812,-0.07926957193851414
788,徐广国,1,1,6,41.4465753424658,21.1013698630137,5,5,13.825000000000001,9.7125,16.0625,12.399999999999999,14.866666158040365,1.0201965253800154,-0.05814651049238557,0.8635260004758889,-1.516247997154625,0.7752068446849237,0.4073095259129268,-0.053912558577258164
789,张晶川,1,1,5,41.4465753424658,19.9342465753425,5,5,13.811111111111112,12.67777777777778,16.7,12.233333333333333,13.857141767229352,0.13307279182804954,0.6131036971960536,0.7294882812921064,1.679960591358004,0.9882577928564054,0.9700009550992265,-0.001211484784314434
790,于晓东,1,NA,5,NA,NA,5,5,5.5680000000000005,3.474999999999998,5.975000000000005,9.200000000000003,9.2,-0.75029336810112,-0.2544498161338951,-2.4121236806572974,-1.0499550800277149,1.7051270330033095,-0.0222341157008263,0.06455813022166998
791,赵学礼,1,1,5,51.1232876712329,28.854794520547898,5,2,6.449999999999999,3.474999999999998,5.975000000000005,9.200000000000003,9.5,-0.7044431641697884,0.2449663796678072,-2.4121236806572974,-1.0499550800277149,1.7051270330033095,-0.018591587504673403,0.040810110807684735
792,张恩亮,1,0,5,35.5260273972603,6.673972602739699,4,5,10.6,12.533333333333331,12.1,7.6333333333333355,8.099998474121094,0.053395443595945835,1.7621065536903449,0.2916385401068941,3.3232633425505322,-0.19653503316035623,4.142757976478408,0.10736815667558819
793,张永刚,1,1,5,53.2082191780822,27.5205479452055,5,3,11.5,23.5,3.9000000000000057,7.099999999999994,10.699996948242188,-0.9019595384597778,1.5915328213205089,6.6506562452733835,-4.539984836026265,-0.5426180870888412,-0.4246540243242665,-0.06986618090199956
794,王慎义,1,NA,5,NA,34.1123287671233,5,3,7.799999999999997,-2.950000000000003,12.75,12.399999999999999,8.400001525878906,0.6474416255950928,1.4175637734416486,-4.394101741050592,3.7987683651743893,2.892884210124157,-0.5238248374562232,0.04650499141626939
795,于莎燕,0,1,6,49.7041095890411,22.6027397260274,5,4,10.233333333333334,6.38333333333333,12.116666666666667,12.216666666666663,12.216667175292969,0.5501841952403387,-0.8977663039114591,-0.6307094097139463,-2.762063627841911,0.3251949516823972,-0.5367327623392214,-0.051750348234258295
796,肖建春,1,1,5,48.5342465753425,26.9397260273973,4,3,13.550000000000002,13.083333333333334,12.583333333333334,14.716666666666667,12.325002670288086,-0.06111645698547363,0.7290711459708444,1.0409743901524666,-3.5090279768349006,3.41730136315567,0.4294366518157823,-0.05242985291598848
800,宋希斌,1,1,6,42.2849315068493,21.1013698630137,5,4,10.399999999999999,11.100000000000001,13.875000000000004,8.35,14.149998982747396,-0.8989966660737991,-0.08511188598185197,-0.5512834831377768,2.3132166458818237,-1.788724882810595,0.8787736926992934,-0.04045477744981132
801,杨东奇,1,1,6,42.8657534246575,20.6,5,6,2.5999999999999943,15.200000000000003,-10.400000000000006,3.5999999999999943,8.5,-1.777462363243103,-7.098142612229316,-1.8616968259459599,-18.01768446687778,-4.047544724319091,-1.7822419456175107,0.2519168520670366
802,单增庆,1,1,5,44.7835616438356,22.684931506849303,4,5,13.580000000000002,12.659999999999997,15.86,14.279999999999998,12.600001017252604,-1.4068694829940795,1.6556976243423358,-0.5546234333621363,2.435189752934057,4.235433806152633,3.8132187059868348,-0.2077433255453876
803,赵克非,1,1,6,49.1205479452055,28.6054794520548,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
804,孙尧,1,1,6,41.6986301369863,20.1013698630137,5,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
805,张成义,1,1,6,60.1287671232877,29.775342465753397,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
806,杨焕宁,1,1,7,48.372602739726,27.6054794520548,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
807,衣俊卿,1,1,6,47.5342465753425,27.4356164383562,5,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
808,龙新南,1,1,6,50.041095890411,26.9397260273973,6,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
809,刘海生（吉）,1,1,6,55.7917808219178,35.7780821917808,6,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
810,刘东辉,1,1,6,56.624657534246595,35.5260273972603,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
811,周同战,1,1,6,59.9616438356164,34.3643835616438,6,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
812,杨光洪,1,1,6,61.7972602739726,39.5287671232877,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
813,田凤山,1,1,7,64.7972602739726,35.3643835616438,7,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
814,钱运录,1,1,8,60.7945205479452,40.1150684931507,7,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815,宋法棠,1,1,7,64.6301369863014,44.3698630136986,7,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
816,徐有芳,1,1,7,65.6328767123288,32.2767123287671,7,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
817,赵敏,0,1,6,49.2876712328767,20.6821917808219,4,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
818,夏杰,0,0,6,44.6986301369863,20.1013698630137,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
819,徐泽洲,1,1,6,46.7013698630137,28.772602739725997,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
820,黄建盛,1,1,6,47.8684931506849,28.854794520547898,5,5,12.555555555555554,4.049999999999999,18.950000000000003,11.862499999999999,14.766665988498264,0.21747198866473305,0.2971984865506311,-0.38127840850251415,0.9157933209297908,-0.39907969458126347,1.0114440806063032,-0.02357559514731626
821,陈润儿,1,1,6,47.786301369863,29.6082191780822,5,5,13.261538461538462,5.369230769230769,16.084615384615383,12.123076923076924,13.458332697550455,1.586453107687143,-0.12573131189546916,0.23389256282606738,-0.2520425898584958,-0.28749452074757864,-0.1463605268429908,0.02781259546245464
822,陆昊,1,1,7,38.1150684931507,20.186301369863,6,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
823,王宪魁,1,1,7,53.041095890411,31.194520547945203,6,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
824,吉炳轩,1,1,8,53.7068493150685,25.271232876712297,7,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
826,王正伟,1,0,8,48.1205479452055,23.769863013698597,6,6,11.766666666666671,2.9333333333333322,13.899999999999997,11.6,14.033332824707031,1.3972676197687786,-0.8893497392769064,-3.9381651818434937,-0.9006038400275301,-1.8441716083757833,0.5298099812252468,-0.04128369192062458
827,马力,1,0,6,47.6191780821918,29.6082191780822,4,4,11.25,4.649999999999999,13.449999999999996,9.25,NaN,2.414529800415039,0.6817723447297205,0.9909966452810086,0.23919365375251372,-0.06696645702512324,NaN,-0.03391417617024528
828,王儒贵,1,0,6,50.4520547945205,29.775342465753397,4,4,13.419999999999998,5.840000000000001,16.719999999999995,10.820000000000002,12.460000610351562,2.077819013595581,-0.1587698566331391,0.2504170696260078,-1.203939889876764,-0.799214695043157,-0.24959139699110228,0.025641972900986874
829,白雪山,1,1,6,44.2027397260274,21.186301369863,5,4,12.812499999999998,6.012499999999999,16.075,11.3125,12.82857186453683,0.9544088076800108,-0.7602259644332987,0.8245579522000235,-2.2768972340239837,1.5302017852646863,-0.2934105924328342,0.017593283089653324
830,刘学军,1,1,5,49.5369863013699,25.930151147534673,5,5,13.500000000000005,2.5333333333333314,18.53333333333333,11.199999999999998,13.766667683919271,1.4632328351338704,0.6822779608039397,-3.5304866230907095,1.3514236207496895,0.7156917532370424,0.29152588936846174,-0.0014336978431820635
831,彭友东,1,1,5,39.7808219178082,20.2684931506849,5,5,11.799999999999997,4.566666666666667,14.1,8.366666666666669,10,1.9881350199381511,-0.12123875418153011,0.8888758050982961,-0.42425927232245497,0.006490352379132869,-0.14175031166939384,-0.20295736244286025
832,李文章,1,1,6,42.7835616438356,20.6,5,5,13.16666666666667,6.400000000000001,19.71666666666667,11.533333333333337,12.700000762939453,1.2505077968041103,0.9590780151197794,-0.005130947163159372,3.724500398570263,0.8553920618344022,1.0847327982073676,0.0752605004972078
833,田明,1,1,5,50.4520547945205,19.6,5,4,13.866666666666669,3,8.933333333333332,7.733333333333334,14.333333333333334,1.3455609877904255,1.4053422391951982,-1.1447489893239462,-3.9022532877612175,-1.72593329078515,1.4820099088468022,-0.00815589768117362
834,杨春光,1,1,6,51.4520547945205,27.191780821917803,5,4,11.76,2.719999999999999,10.319999999999999,8.559999999999999,13.920001220703124,1.32149817943573,-8.879041001195298e-4,-2.185646134971583,-2.9695377284907942,-0.16667483556601562,1.1461106764333435,0.06900362846101746
835,王永耀,1,1,5,47.1205479452055,23.704574673375447,4,4,11.049999999999997,4.450000000000003,13.350000000000001,7.450000000000003,NaN,1.970311164855957,-0.23678292128124123,0.7421259262087863,1.4139330425491992,-1.110193272372482,NaN,-0.25955620909554744
836,张作理,1,1,5,46.7013698630137,21.186301369863,4,6,13.960000000000003,5.920000000000002,15.76,11.660000000000002,12.419999694824218,1.777819848060608,1.081746527307974,0.6795586180898917,1.1756454968993129,1.4555235717269082,0.6173476220617331,-0.05744264454932045
837,马金虎,1,0,6,55.2109589041096,29.1068493150685,5,4,11.025000000000002,-0.75,8.649999999999999,13.024999999999999,14.8,-0.14544614553451538,2.1480136003174817,-4.731925415784156,-1.6484563818040048,2.5883469904878624,1.8566303358921759,-0.07367414420008837
838,赵永清,1,1,5,42.2849315068493,16.5123287671233,4,5,10.599999999999994,4.400000000000006,13.799999999999997,7.599999999999994,NaN,1.1193851232528687,-0.5185422058084351,0.6245516147179995,-1.452995520881597,0.6341221943242693,NaN,0.05588001114798619
839,肖云刚,1,1,6,49.5369863013699,28.854794520547898,5,4,12.450000000000003,3.0500000000000007,18.299999999999997,5.174999999999997,13.100000381469727,-0.00949022255372256,0.5464327592334041,-0.340574542033105,1.6480222487764395,-1.8197651131397334,0.6027611234231589,-0.08334882852007179
840,刘语平,1,1,5,52.4520547945205,28.61497356080603,5,5,11,3.4000000000000057,15.5,10,9.6999969482421875,0.21475546061992645,0.4717810526851624,-6.975809610019087,4.607435870165571,-0.22625342746835753,-2.425726528113689,0.005787529215477781
842,吴玉才,1,0,6,48.2876712328767,28.772602739725997,5,4,12.455555555555556,4.722222222222222,16.644444444444442,8.288888888888888,12.766666836208767,0.3505104097744657,-0.3998291770385944,-0.060472788558179696,-1.4516396476283224,-0.08038552922181903,-0.004191511786704707,-0.04301470400545241
843,杨国林,1,0,5,52.5369863013699,28.69319677021533,5,5,11.049999999999997,4.300000000000004,14.700000000000003,11.049999999999997,10.799999237060547,0.16008588671684265,0.030398671425878515,-4.556321495477025,5.020046867050587,-1.1454396026728877,-1.5247537837013825,0.06291777308577741
844,刘小河,1,1,6,51.2904109589041,26.5205479452055,5,4,12.1,8.199999999999998,19.566666666666666,11.6,11.866666158040365,0.21796831643829742,0.3287494657555763,-0.714459505033124,3.1752336267365293,-1.146206441234783,-0.2580414267561013,0.07024281596056814
845,何学清,1,1,6,51.9561643835616,23.769863013698597,5,4,11.540000000000003,7.040000000000001,16.76,11.820000000000002,11.960002136230468,-0.43089293837547304,-2.8763959867241775,0.15158279319541143,-2.5423172411924186,-0.9296885085574735,-1.518884203953675,-0.06784850899505294
846,马汉成,1,0,5,37.3643835616438,17.6,4,5,11.950000000000003,6.5,17.450000000000003,12.050000000000004,NaN,0.7447929382324219,0.7752191086613421,-0.6675648333541292,1.3338895372672912,1.2744330071995977,NaN,0.23697542435159047
848,马廷礼,1,0,6,42.4465753424658,20.0191780821918,4,5,12.233333333333334,4.933333333333333,18,9.233333333333329,10.900001525878906,0.7449399630228678,-0.27528353883564843,-1.624186255950122,-1.196314815705467,-0.5082629580627424,0.08617119060593431,-0.024333781790289874
849,刘云,1,1,5,50.9561643835616,29.191780821917803,5,4,13.014285714285714,8.185714285714285,17.45714285714286,11.2,13.357142857142858,0.1438245666878564,0.11797865950099268,0.6960798239786241,0.51270634958805406,0.21782698202689313,-0.012310170086562901,0.01042876362440995
