uid,gender,ethnicity,rank_2015,age,party_membership_age,rank_2005,edu_2005
98,1,1,5,61.0465753424658,33.6109589041096,5,4
99,1,1,5,53.5397260273973,20.8493150684932,5,5
100,1,1,5,51.7890410958904,31.3616438356164,5,5
101,1,1,5,48.372602739726,28.6054794520548,4,5
102,1,1,5,42.6986301369863,23.5178082191781,4,5
103,1,1,5,41.7835616438356,19.1013698630137,4,4
104,1,1,5,45.786301369863,19.8493150684932,5,4
105,1,1,6,60.54246575342469,36.06636508936863,6,4
106,1,1,5,49.8712328767123,30.5232876712329,5,4
107,1,1,6,49.4520547945205,30.5232876712329,5,5
108,1,1,6,49.7041095890411,30.194520547945203,5,4
110,1,1,5,57.9616438356164,33.68938885506247,5,5
111,1,1,6,42.6986301369863,13.347945205479501,5,4
112,1,1,5,48.8684931506849,29.1068493150685,4,5
113,1,1,5,52.7890410958904,20.8493150684932,5,4
114,1,1,6,55.7917808219178,32.027397260274,5,4
115,1,1,6,53.7917808219178,32.8575342465753,5,5
116,1,1,5,41.8657534246575,18.9342465753425,4,5
117,1,0,6,54.8739726027397,26.5205479452055,6,4
118,1,1,6,49.2054794520548,26.5205479452055,6,4
119,1,1,6,43.4465753424658,20.3534246575342,5,5
120,1,1,5,41.3671232876712,21.0191780821918,5,6
121,1,1,5,46.7013698630137,23.6027397260274,5,5
122,1,1,5,57.0438356164384,32.4383561643836,5,3
124,1,1,5,55.0438356164384,37.1972602739726,5,5
125,1,1,5,49.6219178082192,27.191780821917803,4,5
126,1,1,5,40.2821917808219,20.4301369863014,4,5
127,0,1,6,49.7890410958904,30.1095890410959,5,5
128,1,1,6,53.5397260273973,34.3643835616438,5,4
129,1,1,5,48.786301369863,26.5205479452055,5,4
130,1,1,5,59.709589041095896,31.857534246575298,5,4
131,1,1,5,46.9534246575342,28.191780821917803,4,5
132,1,1,5,56.8739726027397,34.0301369863014,5,4
134,1,1,5,42.9506849315068,21.1013698630137,5,5
135,1,1,6,44.6986301369863,22.6027397260274,5,6
136,1,1,5,59.709589041095896,39.2821917808219,5,4
137,1,1,5,47.9534246575342,28.854794520547898,4,6
138,1,1,5,60.54246575342469,31.690410958904103,5,2
139,1,1,5,45.2849315068493,24.684931506849303,4,5
140,1,1,7,53.3753424657534,33.7780821917808,6,6
141,1,1,7,53.3753424657534,28.0246575342466,6,5
142,1,1,6,43.0356164383562,20.7671232876712,5,5
143,1,1,7,46.1205479452055,20.186301369863,6,4
144,1,0,6,51.6219178082192,29.857534246575298,6,5
145,1,1,6,42.6164383561644,21.6849315068493,5,6
146,1,1,7,60.54246575342469,41.2821917808219,7,4
147,1,1,7,55.45479452054791,34.2794520547945,7,5
148,1,1,7,65.2164383561644,30.857534246575298,7,4
149,1,1,7,52.5369863013699,29.1068493150685,7,6
150,1,1,7,55.958904109589,33.027397260274,7,5
151,1,1,7,61.0465753424658,44.6164383561644,7,1
152,1,1,6,59.8767123287671,39.0328767123288,6,5
153,0,1,7,53.3753424657534,34.1972602739726,6,4
